timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2022-07-23 00:00:00,916179871,-593729172453068064,202958,202959,202956,202959,5414135370,2931790115438820699,911953644127824748
2022-07-23 00:01:00,18853670676,-12268708802770074164,202948,202961,202948,202961,23442130128,2991412863443908131,912071190309972126
2022-07-23 00:02:00,-1565502893,1019499658195673548,202949,202949,202949,202949,0,1019499658195673548,912071190309972126
2022-07-23 00:03:00,-23773582231,15492989032462650020,202962,202951,202951,202962,0,15492989032462650020,963062446644425647
2022-07-23 00:04:00,0,0,202962,202962,202962,202962,0,0,963062446644425647
2022-07-23 00:05:00,-34529091090,22538494130220545763,202981,202964,202964,202981,614001896,22938931209076518074,899017046167010007
2022-07-23 00:06:00,-45064027315,29518248703163299773,203003,202983,202982,203032,56844746853,66748173429202162298,893356348008301765
2022-07-23 00:07:00,-20178979177,13233214812345213968,203018,203008,203007,203018,11257241269,20603488249939311195,893227514676212838
2022-07-23 00:08:00,3375277279,-2204869376941126138,203016,203019,203012,203020,12879704885,6231377074333552053,894451893065851045
2022-07-23 00:09:00,47685299409,-31191680700575807526,202989,203016,202989,203016,48858365962,767474881936088116,900241424556648214
2022-07-23 00:10:00,2964524944,-1936373653688659253,202988,202989,202988,202989,2981202579,10905413238600696,900241424556648214
2022-07-23 00:11:00,12215606747,-7975320330705720382,202985,202987,202981,202988,12674469628,300000000000000000,900244826858289939
2022-07-23 00:12:00,66345976038,-43221589251642424964,202944,202970,202944,202978,68567967586,1447829707064732623,913298971001252058
2022-07-23 00:13:00,4785368470,-3092936672270232147,202944,202944,202926,202944,33247194384,18507553534652456693,913298971001252058
2022-07-23 00:14:00,-2790292725,1824622680194174523,202943,202936,202934,202943,13309455705,10474069409376956787,912895242960155372
2022-07-23 00:15:00,-1543936054,1007523980977938995,202944,202942,202941,202944,3972883150,3590466834814819779,912895242960155372
2022-07-23 00:16:00,3893271086,-2528742470125459351,202942,202944,202941,202946,7989361747,2666526766044439690,912895242960155372
2022-07-23 00:17:00,29598959857,-19227232358763773605,202925,202940,202925,202940,29698731947,64822681923611982,921954557023410289
2022-07-23 00:18:00,-8209820373,5336963907712314542,202930,202924,202924,202930,2704100439,7091955502836517041,912738454158886420
2022-07-23 00:19:00,-5439473780,3536609131731169444,202933,202930,202930,202933,608159562,3931598006268862383,920921606428468507
2022-07-23 00:20:00,20196349571,-13110569824776505291,202921,202933,202921,202933,21245702057,681513021364662737,929973012130417576
2022-07-23 00:21:00,-25255906087,16414563145453010873,202935,202922,202922,202935,0,16414563145453010873,920922567360352813
2022-07-23 00:22:00,3598335,-2337954135175260,202935,202935,202935,202935,3598335,0,921077397616121861
2022-07-23 00:23:00,364907773,-237002130645209834,202935,202935,202935,202935,500000000,87861950530074155,921077397616121861
2022-07-23 00:24:00,995292954,-646643109101090549,202935,202935,202935,202935,995292954,0,921078165367881803
2022-07-23 00:25:00,8652833600,-5620256871385544531,202930,202930,202930,202930,8652833600,0,921078165367881803
2022-07-23 00:26:00,30040220436,-19491164178329348879,202913,202928,202913,202929,30195392792,100705086912879948,937183787315254725
2022-07-23 00:27:00,-205518457,133965846928773887,202913,202914,202913,202914,913237643,726036340663584437,937183787315254725
2022-07-23 00:28:00,2595858918,-1682816156908504445,202912,202914,202912,202914,2595858918,0,937183787315254725
2022-07-23 00:29:00,-683697350,443712900427092986,202912,202912,202912,202912,111365499,515904810000000000,937183787315254725
2022-07-23 00:30:00,48492283161,-31390840045681641125,202886,202913,202884,202913,52862314831,2828709833262810266,936859738368471827
2022-07-23 00:31:00,13099199545,-8451344639529925260,202879,202886,202867,202887,36068663455,14847650352850205472,936837795658496322
2022-07-23 00:32:00,-41069870,26561863204704987,202879,202879,202879,202879,1039435,27233427353027302,936837891241129846
2022-07-23 00:33:00,19764097276,-12751766764524291155,202868,202884,202867,202887,36313364147,10705426489775815687,933321844057383672
2022-07-23 00:34:00,19441833433,-12513265128805707660,202858,202868,202847,202870,62428801762,27745522743923759726,929453620026057673
2022-07-23 00:35:00,-17026423870,10998225271518225965,202867,202858,202858,202867,7751498835,15999036693021469626,933485974101848636
2022-07-23 00:36:00,-16333388663,10555621487802483276,202876,202867,202867,202876,500000000,10878564908762636207,945292449716083791
2022-07-23 00:37:00,-6556604705,4239798203119696605,202879,202876,202876,202879,69478925,4284673039331123506,945292449716083791
2022-07-23 00:38:00,2347037676,-1516212890900808390,202878,202879,202878,202879,2542734546,126551499277081371,945292449716083791
2022-07-23 00:39:00,361535678,-233453092641875505,202878,202878,202878,202878,524766882,105554366709606640,945292449716083791
2022-07-23 00:40:00,-20739218640,13419587926297633982,202889,202878,202878,202890,1411644318,14332213316026044796,945314392424609166
