timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2023-08-17 00:00:00,2882146967,-1594716322231404730,201328,201329,201328,201329,2882806714,365425221734536,1534002343608316001
2023-08-17 00:01:00,-4372923538,2422054094643602456,201330,201328,201328,201330,1936696,2423125637447056800,1529639846248184501
2023-08-17 00:02:00,-23403111797,12967937919486181329,201337,201330,201330,201337,1400000,12968712645036435159,1529639846248184501
2023-08-17 00:03:00,160000000,-88600907901353414,201337,201337,201337,201337,160000000,0,1529639846248184501
2023-08-17 00:04:00,20017602205,-11081224732020300508,201331,201336,201331,201336,20373448809,197197040651931264,1529639846248184501
2023-08-17 00:05:00,0,0,201331,201331,201331,201331,0,0,1529639846248184501
2023-08-17 00:06:00,-1083102,655386484007247,201331,201331,201331,201331,100000000,55996651310008662,1529639846248184501
2023-08-17 00:07:00,-1301036394,720746105650164842,201331,201331,201331,201331,0,720746105650164842,1529639846248184501
2023-08-17 00:08:00,-152738453,84616570142818369,201331,201331,201331,201331,1567724,85484208548717447,1529639846248184501
2023-08-17 00:09:00,2874021587,-1590523254221928812,201330,201330,201330,201330,2874021587,0,1529639846248184501
2023-08-17 00:10:00,4730673839,-2617714290541605224,201329,201329,201329,201329,4730673839,0,1534002343608316001
2023-08-17 00:11:00,-214095679,118580000000000013,201329,201329,201329,201329,0,118580000000000013,1534002343608316001
2023-08-17 00:12:00,7591675519,-4195337532722190144,201327,201328,201327,201331,16158881384,4745250000000000000,1534008889669732962
2023-08-17 00:13:00,0,0,201327,201327,201327,201327,0,0,1534008889669732962
2023-08-17 00:14:00,237321,-130724401833231,201327,201327,201327,201327,1243903,557382685588090,1534008889669732962
2023-08-17 00:15:00,161100000,-89117707468328696,201327,201327,201327,201327,161100000,0,1534008889669732962
2023-08-17 00:16:00,3618855634,-2001771773177163884,201325,201325,201325,201325,3618855634,0,1534008889669732962
2023-08-17 00:17:00,-904799810,500970488186052573,201326,201326,201326,201326,0,500970488186052573,1534008889669732962
2023-08-17 00:18:00,-1679001474,929668099837671636,201326,201326,201326,201326,0,929668099837671636,1533801997289399868
2023-08-17 00:19:00,-11749800181,6507239524541858621,201330,201326,201326,201330,0,6507239524541858621,1529439499929268368
2023-08-17 00:20:00,-2610597891,1446112397360814345,201331,201330,201330,201331,0,1446112397360814345,1529439499929268368
2023-08-17 00:21:00,-15093316742,8363056968214761755,201335,201331,201331,201335,0,8363056968214761755,1529439499929268368
2023-08-17 00:22:00,-179217769,99455112545348921,201335,201335,201335,201335,232791918,228344949524575887,1529439499929268368
2023-08-17 00:23:00,1792647,-992530418144257,201335,201335,201335,201335,1792647,0,1529439499929268368
2023-08-17 00:24:00,4005538151,-2213625752559902455,201334,201337,201334,201337,11179583178,3976005823215480542,1529439499929268368
2023-08-17 00:25:00,96015763,-53154205492092376,201334,201334,201334,201334,96015763,0,1529439499929268368
2023-08-17 00:26:00,313332810,-173459556327702130,201334,201334,201334,201334,313332810,0,1529439499929268368
2023-08-17 00:27:00,1354446,-749810820946472,201334,201334,201334,201334,1354446,0,1529439499929268368
2023-08-17 00:28:00,9068669418,-5019644816185149577,201331,201333,201331,201333,9074140965,3031193259126966,1529439499929268368
2023-08-17 00:29:00,0,0,201331,201331,201331,201331,0,0,1529439499929268368
2023-08-17 00:30:00,0,0,201331,201331,201331,201331,0,0,1529439499929268368
2023-08-17 00:31:00,1004375,-555859006010776,201331,201331,201331,201331,1004375,0,1529542547056160490
2023-08-17 00:32:00,-11028168125,6110553745366724117,201335,201331,201331,201335,0,6110553745366724117,1529542547056160490
2023-08-17 00:33:00,0,0,201335,201335,201335,201335,0,0,1529542547056160490
2023-08-17 00:34:00,27742948,-15359210435073289,201335,201335,201335,201335,27742948,0,1529565679139003646
2023-08-17 00:35:00,0,0,201335,201335,201335,201335,0,0,1529565679139003646
2023-08-17 00:36:00,167000000,-92455225351137398,201335,201335,201335,201335,167000000,0,1529565679139003646
2023-08-17 00:37:00,-15090178091,8364568278303409244,201339,201335,201335,201339,1300000,8365287987805810410,1529571101441200775
2023-08-17 00:38:00,-68480919816,38014698074188515165,201361,201340,201340,201364,11167139548,44213706991850413006,1283180036958332168
2023-08-17 00:39:00,17501880228,-9710426414157308580,201355,201361,201354,201361,20228017615,1513808698165831516,1512699669261024737
2023-08-17 00:40:00,-13036316785,7242520608663114089,201359,201355,201355,201360,3298975843,9073408754267215117,1512678189095314484
