timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2022-08-05 00:00:00,15581909227,-9687305987228520928,202491,202495,202491,202495,15704206287,76086368421957562,1314627454405827362
2022-08-05 00:01:00,-4782426210,2975882051151598929,202491,202491,202491,202493,398663422,3223658803258353546,1314627454405827362
2022-08-05 00:02:00,-15266682612,9502597901685404855,202491,202496,202496,202499,0,9502597901685404855,1314627454405827362
2022-08-05 00:03:00,35348342733,-21971349598603160625,202486,202499,202486,202499,36052245301,438101651024259535,1296594488776709305
2022-08-05 00:04:00,-1731859545,1079965747573054362,202486,202486,202485,202488,4979207063,4173190791381483748,1296594488776709305
2022-08-05 00:05:00,19787723114,-12287461948484409997,202479,202484,202479,202485,19787723114,0,1312569987159922605
2022-08-05 00:06:00,25560232757,-15858148360309731502,202472,202479,202469,202479,25818099244,160226373715962100,1312569987159922605
2022-08-05 00:07:00,25955934764,-16083319697744635470,202459,202466,202457,202467,33636453384,4762702663347584270,1311681209622992962
2022-08-05 00:08:00,41852512210,-25905887950904220517,202443,202458,202442,202458,45044980360,1976728294793501901,1341851287446765108
2022-08-05 00:09:00,-23340259135,14468118304168330052,202452,202448,202448,202458,16888172510,24926601183238321799,1316094230944070469
2022-08-05 00:10:00,-14005167414,8681893639813251938,202457,202452,202452,202458,946059762,9267882915570502032,1315065012879292370
2022-08-05 00:11:00,12545657653,-7768578071198948979,202453,202457,202453,202457,13304068879,470141662964059838,1315956618673025722
2022-08-05 00:12:00,-28566753402,17713379797110502123,202463,202453,202453,202463,10000000,17719577620285670883,1317003499253851292
2022-08-05 00:13:00,23192330986,-14367847169860084877,202455,202463,202455,202463,23352966874,99658188000000000,1316951132424841990
2022-08-05 00:14:00,-15068078661,9342783123175044723,202460,202455,202455,202460,10000000,9348975608231880604,1317005250595922496
2022-08-05 00:15:00,145290324,-90020805460030916,202460,202460,202460,202460,145290324,0,1317005250595922496
