timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2022-08-07 00:00:00,328977202,-194572378138908147,201996,201996,201996,201996,362755260,20000000000000000,1570325384537333085
2022-08-07 00:01:00,19660632353,-11625806635124740209,201990,201996,201990,201996,19660632353,0,1570325480755240913
2022-08-07 00:02:00,-1215774605,719430876195823156,201991,201990,201990,201991,0,719430876195823156,1570325480755240913
2022-08-07 00:03:00,-39107536594,23158362391633301234,202003,201991,201991,202004,3583827380,25279698936548170034,1548640335683647009
2022-08-07 00:04:00,1916323194,-1134160255586593766,202002,202003,202002,202003,2001442908,50431649323336388,1548640335683647009
2022-08-07 00:05:00,19407795384,-11483024878163378660,201997,202002,201996,202002,19407795384,0,1570325936752865637
2022-08-07 00:06:00,24823500684,-14673143296243929973,201989,201996,201988,201996,31803477355,4130538973091467173,1579351644412527205
2022-08-07 00:07:00,5370793666,-3174045990581455643,201987,201987,201987,201987,5433406538,37038240000000000,1579352047734454246
2022-08-07 00:08:00,24178872192,-14282939189430152744,201979,201986,201979,201986,24224287460,26848307451091147,1579352047734332714
2022-08-07 00:09:00,3546706227,-2094220140000000000,201978,201978,201978,201978,3546706227,0,1579352047734332714
2022-08-07 00:10:00,45921522027,-27094649969650630713,201964,201977,201964,201977,45921522027,0,1597984965733645088
2022-08-07 00:11:00,2534591510,-1494307050977813950,201964,201964,201964,201964,2617423921,48886502850248381,1597984965733645088
2022-08-07 00:12:00,-44262793962,26139476193586942488,201977,201964,201964,201977,99990000,26198428228463217299,1579352047734332714
2022-08-07 00:13:00,-3647040126,2165448792071784720,201978,201972,201972,201978,17101204155,12258678861408691354,1579352047734332714
2022-08-07 00:14:00,0,0,201978,201978,201978,201978,0,0,1579352047734332714
2022-08-07 00:15:00,0,0,201978,201978,201978,201978,0,0,1579352047734332714
2022-08-07 00:16:00,21944856972,-12952463763912587850,201971,201978,201971,201978,21963004056,10723394197609414,1579352047734332714
2022-08-07 00:17:00,10010708132,-5905701440000000000,201968,201968,201968,201968,10010708132,0,1597984965733645088
2022-08-07 00:18:00,-11227421520,6630246569620978487,201972,201970,201969,201972,10584148,6636491760039178251,1579352047734332714
2022-08-07 00:19:00,-36729418178,21706257832620562598,201983,201972,201972,201983,109000000,21770616983145323368,1579352047734454246
2022-08-07 00:20:00,-665451514,393498550066234874,201983,201983,201983,201983,11005774,400000000000000000,1579352047734454246
2022-08-07 00:21:00,33100928,-19553725594897331,201983,201983,201983,201983,33100928,0,1579352047734454246
2022-08-07 00:22:00,41847861,-24714194234984891,201983,201983,201983,201983,52983205,6584556892100447,1579352047734454246
2022-08-07 00:23:00,51478003,-30409544838444566,201983,201983,201983,201983,51478003,0,1579371920649141666
2022-08-07 00:24:00,-7131116921,4217232337443462328,201985,201983,201983,201985,0,4217232337443462328,1579371920649141666
2022-08-07 00:25:00,-8402665276,4970483565520842286,201988,201988,201987,201988,150000000,5059135428789288980,1579371920649141666
2022-08-07 00:26:00,2715345796,-1604722336422087089,201987,201988,201987,201988,2732250454,10000000000000000,1579371920649141666
2022-08-07 00:27:00,3217591785,-1901379266614049480,201987,201987,201986,201987,3217591785,0,1579371920649141666
2022-08-07 00:28:00,22520836824,-13302937753961434521,201979,201985,201979,201985,22665919807,85756149887260950,1579371920649020134
2022-08-07 00:29:00,5897897109,-3482355910000000000,201977,201978,201977,201978,5897897109,0,1579372279461164840
2022-08-07 00:30:00,3455770222,-2040132341383350554,201976,201977,201976,201977,3455770222,0,1579372279461164840
2022-08-07 00:31:00,6637522802,-3917871017737177225,201974,201976,201974,201976,6667441869,17676972262822647,1579372279461164840
2022-08-07 00:32:00,50005805190,-29489259420364681320,201959,201971,201958,201971,53029710372,1783700773688321139,1598199731187773112
2022-08-07 00:33:00,1999632457,-1178271643535690992,201958,201959,201958,201959,2141997034,83975336793504713,1598199731187773112
2022-08-07 00:34:00,12976336980,-7644890309607859311,201955,201955,201955,201955,13224048588,146056537185034219,1598199731187773112
2022-08-07 00:35:00,-1294765633,763441881262103513,201955,201955,201955,201955,0,763441881262103513,1598199731187773112
2022-08-07 00:36:00,1899582881,-1118916993671617274,201954,201954,201954,201954,1929335419,17542526328382726,1598199731187773112
2022-08-07 00:37:00,3475769438,-2047207900000000000,201953,201953,201953,201953,3475769438,0,1598199731187773112
2022-08-07 00:38:00,-26405229017,15573514674878632330,201961,201953,201953,201961,632936,15573887450498225452,1598035177161527861
2022-08-07 00:39:00,5054193112,-2978893640000000000,201960,201960,201960,201960,5054193112,0,1598035177161527861
2022-08-07 00:40:00,407523827,-240170766696387775,201960,201960,201960,201960,407523827,0,1598035177161527861
2022-08-07 00:41:00,270279885,-159248564502827075,201960,201960,201960,201960,333000000,37000000000000000,1598035177161527861
2022-08-07 00:42:00,9038575193,-5324815840392882528,201957,201960,201957,201960,11048575193,1185781339302950079,1598224819207168275
2022-08-07 00:43:00,1156735259,-681503410000000000,201957,201957,201957,201957,1156735259,0,1598224819207168275
2022-08-07 00:44:00,3401386559,-2003825947189438684,201955,201956,201955,201956,3401386559,0,1598275201746388292
2022-08-07 00:45:00,-142719152,84193514003591504,201955,201956,201956,201956,59000000,118950000000000000,1598275201746388292
2022-08-07 00:46:00,-23029436397,13584796083956043620,201955,201956,201956,201963,0,13584796083956043620,1598275201746388292
2022-08-07 00:47:00,-60901634175,35971686396777726992,201981,201964,201964,201981,856774353,36477676341655340050,1579500094416824092
2022-08-07 00:48:00,-1052452247,622216280000000128,201982,201982,201982,201982,0,622216280000000128,1579500094416824092
2022-08-07 00:49:00,0,0,201982,201982,201982,201982,0,0,1579500094416824092
2022-08-07 00:50:00,-304455949,180000000000000000,201982,201982,201982,201982,0,180000000000000000,1579500094416824092
2022-08-07 00:51:00,36178279,-21367972863285782,201982,201982,201982,201982,36178279,0,1583103088948879606
2022-08-07 00:52:00,0,0,201982,201982,201982,201982,0,0,1583103088948879606
2022-08-07 00:53:00,-134804548041,79873387929584234799,202024,201982,201982,202027,12647489581,87374062174957946933,1551428675808883147
2022-08-07 00:54:00,-132530359822,78896948605154357384,202065,202025,202025,202069,80927564067,127010231744759364074,1656610459946391063
2022-08-07 00:55:00,7339213156,-4341409719597102788,202063,202058,202058,202072,56352266148,29221296003224362650,1656610203695250288
2022-08-07 00:56:00,-37203390654,22187331673208344271,202074,202063,202063,202074,336147768,22387510007804731792,1693396060310267912
2022-08-07 00:57:00,-68829056183,41129668019860935443,202097,202074,202074,202097,22758346284,54717254691523738283,1354724371881164780
2022-08-07 00:58:00,-7700757330,4627723903546514362,202100,202100,202093,202106,35601611060,25905187071159359589,1229226679521479741
2022-08-07 00:59:00,-2914249830,1751072735230593196,202100,202103,202101,202106,12498801360,9223810268898494250,1229226679521479741
2022-08-07 01:00:00,-23598455179,14127380534542797658,202111,202101,202101,202111,1626845553,15100064809519645379,1225490591391097684
2022-08-07 01:01:00,5066614777,-3029310580094571346,202109,202111,202109,202112,7957200770,1731225939637835185,1229357211863592185
