timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2022-08-16 00:00:00,-31475275634,16583836118615349179,200830,200826,200826,200831,8290377195,20947879880174418953,2514337033101954689
2022-08-16 00:01:00,-73928831146,38996135297771627857,200843,200833,200833,200848,33332003720,56564739499463054840,2515896544935420603
2022-08-16 00:02:00,33602753264,-17671263330237789100,200837,200842,200827,200842,98895749999,34409062954278252115,2514989019404390459
2022-08-16 00:03:00,-34173309382,18025323021915414318,200843,200840,200838,200843,1687903596,18914922251620803677,2515896544935420603
2022-08-16 00:04:00,24832836722,-13068862337462036121,200839,200843,200839,200849,57134594754,17047639293228349355,2514989107442403662
2022-08-16 00:05:00,7447151016,-3923192623974884474,200839,200837,200837,200837,7447151016,0,2514989107442403662
2022-08-16 00:06:00,8524051857,-4489841889781051312,200836,200837,200836,200837,8548060781,12658389778685896,2514989107442403662
2022-08-16 00:07:00,42277709209,-22258544229103721653,200828,200834,200828,200834,42277709209,0,2668741766348788139
2022-08-16 00:08:00,118493112600,-62296120128401611141,200808,200827,200808,200827,122134017838,1914661099471512833,2701277777951984676
2022-08-16 00:09:00,-9752431701,5127821341324804980,200808,200808,200808,200810,123994725,5192952599430460051,2701277777951984676
2022-08-16 00:10:00,984931759,-509614570725148434,200809,200810,200807,200810,15777647170,7777438448135759559,2701565120049120457
2022-08-16 00:11:00,12976694511,-6815838669780492724,200807,200809,200807,200809,13149221877,90701208118237467,2702332904815313463
2022-08-16 00:12:00,-52310945067,27512666481544633271,200816,200809,200809,200816,0,27512666481544633271,2708611084453589563
2022-08-16 00:13:00,-60093309728,31635973439124274579,200826,200816,200816,200826,36900000,31655369979627426836,2671357595972858674
2022-08-16 00:14:00,-22267910872,11731442825924355851,200830,200830,200830,200830,522320782,12006381810000001024,2517718338849537996
2022-08-16 00:15:00,-152128934213,80315394325777863252,200858,200830,200830,200869,82852511011,124068975076340707624,2488007892532118779
2022-08-16 00:16:00,-70353361086,37235507020125462557,200877,200867,200860,200882,50078875290,63714922953562690640,1601973220549508971
2022-08-16 00:17:00,-97378826213,51678071129769283012,200907,200876,200873,200907,90108141521,99398988389650151483,1495101845775309670
2022-08-16 00:18:00,37656664237,-19916398273864772607,200896,200908,200896,200934,127082615916,47547346707862920043,1503559241164240213
2022-08-16 00:19:00,11470204166,-6068875536952876927,200892,200895,200892,200896,25697230266,7544376810327624930,1506307914494247007
2022-08-16 00:20:00,49982220915,-26454568330802056823,200884,200892,200884,200895,65182431956,8060000000000000000,2736861940614753612
2022-08-16 00:21:00,12967341522,-6857282793123960963,200881,200882,200880,200882,21509701891,4523989119092387116,2729370683780244148
2022-08-16 00:22:00,-116512096919,61774168948023472343,200901,200880,200880,200901,9001600801,66537306618259345696,2709393611696060373
2022-08-16 00:23:00,-29510054832,15668812816789085554,200906,200902,200902,200907,8560685723,20209434793164335898,2709458729269057938
2022-08-16 00:24:00,-30042916706,15960899355771712917,200911,200910,200908,200913,10732203014,21656720470000000000,2690885896223717605
2022-08-16 00:25:00,-10522730563,5594760817703000529,200911,200910,200910,200913,8304074658,10001299549905374890,2690885896223717605
2022-08-16 00:26:00,74017481832,-39251594029379571568,200911,200911,200897,200912,94238787204,10728476460000000000,2690885896223717605
