,glp,btc.b_price,weth_price,wbtc_price,wavax_price,mim_price,usdc_price,usdc.e_price,btc.b_size,btc.b_average,weth_size,weth_average,wbtc_size,wbtc_average,wavax_size,wavax_average,mim_pool,mim_usdg,btc.b_guaranteed,btc.b_pool,btc.b_reserved,btc.b_usdg,weth_guaranteed,weth_pool,weth_reserved,weth_usdg,wbtc_guaranteed,wbtc_pool,wbtc_reserved,wbtc_usdg,usdc.e_pool,usdc.e_reserved,usdc.e_usdg,wavax_guaranteed,wavax_pool,wavax_reserved,wavax_usdg,usdc_pool,usdc_reserved,usdc_usdg,mim_guaranteed,usdc.e_guaranteed,usdc_guaranteed,mim_reserved,interval,aum,glp_price
2024-10-01 00:12:00,24458809467076711628010589,63248.42,2603.629,63248.42,27.787,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,522973775317272711913181011315650010,69159576320668585106462,25121880804931000813036,1712366764952643200851341,6879594393929.0,39622078802.0,6854170646727583638057720,0,0,0,0,1551692999892260.0,23024447141961356651854721860103045120,0.9413560039769675
2024-10-01 00:13:00,24458809467076711628010589,63248.42,2603.629,63248.42,27.787,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,522973775317272711913181011315650010,69159576320668585106462,25121880804931000813036,1712366764952643200851341,6879594393929.0,39622078802.0,6854170646727583638057720,0,0,0,0,1551692999892260.0,23024447141961356651854721860103045120,0.9413560039769675
2024-10-01 00:14:00,24458809467076711628010589,63189.931,2603.439,63189.931,27.789,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22936921430453024754717508115158269952,0.9377775096260407
2024-10-01 00:15:00,24458809467076711628010589,63116.844,2602.52,63116.844,27.715,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22934809501051469922828429015587487744,0.9376911632564678
2024-10-01 00:16:00,24458809467076711628010589,63116.844,2602.52,63116.844,27.715,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22934809501051469922828429015587487744,0.9376911632564678
2024-10-01 00:17:00,24458809467076711628010589,63116.844,2602.52,63116.844,27.715,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22934809501051469922828429015587487744,0.9376911632564678
2024-10-01 00:18:00,24458809467076711628010589,63107.655,2599.84,63107.655,27.7,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22930885114336899743154119861287780352,0.9375307144529457
2024-10-01 00:19:00,24458809467076711628010589,63107.655,2599.84,63107.655,27.7,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22930885114336899743154119861287780352,0.9375307144529457
2024-10-01 00:20:00,24458809467076711628010589,63107.655,2599.84,63107.655,27.7,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22930885114336899743154119861287780352,0.9375307144529457
2024-10-01 00:21:00,24458809467076711628010589,63063.853,2598.54,63063.853,27.695,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22929106187998262742734221151846793216,0.9374579829350427
2024-10-01 00:22:00,24458809467076711628010589,63000.864,2591.721,63000.864,27.625,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22919467005366245534331185397692891136,0.9370638843324517
2024-10-01 00:23:00,24458809467076711628010589,63082.85,2598.46,63082.85,27.67,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22929324362418796254957662789777227776,0.9374669030102749
2024-10-01 00:24:00,24458809467076711628010589,63082.85,2598.46,63082.85,27.67,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22929324362418796254957662789777227776,0.9374669030102749
2024-10-01 00:25:00,24458809467076711628010589,63238.722,2606.739,63238.722,27.78,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22941305131737136933741255147900633088,0.9379567375353145
2024-10-01 00:26:00,24458809467076711628010589,63238.722,2606.739,63238.722,27.78,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22941305131737136933741255147900633088,0.9379567375353145
2024-10-01 00:27:00,24458809467076711628010589,63336.305,2612.328,63336.305,27.87,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22950072534305356569422266343740145664,0.938315193353862
2024-10-01 00:28:00,24458809467076711628010589,63286.813,2610.338,63286.813,27.84,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22946951030469149593029352200719040512,0.9381875704685205
2024-10-01 00:29:00,24458809467076711628010589,63286.813,2610.338,63286.813,27.84,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22946951030469149593029352200719040512,0.9381875704685205
2024-10-01 00:30:00,24458809467076711628010589,63286.813,2610.338,63286.813,27.84,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,73758248516561297505467852590116800,27746627608555945229627976375655,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6885864151809.0,39622078802.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22946951030469149593029352200719040512,0.9381875704685205
2024-10-01 00:31:00,24458809467076711628010589,63326.906,2610.858,63326.906,27.868,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,2620680884643992897053976776078343,2719556636729929050260072338662909,340614870323908768000000000000000,63650697225365533789792577353062816,69758248516561297505467852590116800,27751611364631716042121425849612,15380917242628940805350,9999692605263159566173,10082480513014870415126153959160000000,30332928722.0,30332917760.0,10082490698126213563900355,116431686209909150947398101758698673,1335115794199029416312,62399124751860466450,3483843110263678917774806,128594356114897776658560582012934149,1504516100.0,357484124.0,881027222026559090851341,53627279373.0,1677614869.0,50690695770575923061617,516705192475191015913181011315650010,69386020751532585106462,28564969589727467412759,1706097007072643200851341,6879600473466.0,7975965288.0,6860440404607583638057720,0,0,0,0,1551692999892260.0,22941242111381160185764642017874280448,0.9379541609440024
