timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2023-08-16 00:00:00,-40173475,22000000000000000,201216,201216,201216,201216,0,22000000000000000,2850014940636923785
2023-08-16 00:01:00,-351258096,192358338035733248,201216,201216,201216,201216,0,192358338035733248,2850014940636923785
2023-08-16 00:02:00,0,0,201216,201216,201216,201216,0,0,2850014940636923785
2023-08-16 00:03:00,-955975941,523523637950778910,201216,201216,201216,201216,0,523523637950778910,2850014940636923785
2023-08-16 00:04:00,-477348114,261414488378421151,201216,201216,201216,201216,0,261414488378421151,2850014940636923785
2023-08-16 00:05:00,-141395157,77434894533282895,201216,201216,201216,201216,1800000,78419663241098832,2850374990387375080
2023-08-16 00:06:00,-152934006,83857294797173533,201216,201216,201216,201216,190000000,187805183630970365,2850374990387375080
2023-08-16 00:07:00,11787705,-6449010016778943,201216,201216,201216,201216,11787705,0,2850374990387375080
2023-08-16 00:08:00,11832898793,-6473106444345172880,201214,201216,201214,201216,11832898793,0,2850374990387375080
2023-08-16 00:09:00,-101254119,55441291690870108,201214,201214,201214,201214,1500000,56261778167534489,2850374990387375080
2023-08-16 00:10:00,300000000,-164096889481378935,201214,201214,201214,201214,300000000,0,2850374990387375080
2023-08-16 00:11:00,0,0,201214,201214,201214,201214,0,0,2850374990387375080
2023-08-16 00:12:00,190000000,-103927612264441411,201214,201214,201214,201214,190000000,0,2850374990387375080
2023-08-16 00:13:00,0,0,201214,201214,201214,201214,0,0,2850374990387375080
2023-08-16 00:14:00,0,0,201214,201214,201214,201214,0,0,2850374990387375080
2023-08-16 00:15:00,3230207906,-1766715624473012551,201213,201214,201213,201214,3445663195,117963462959995195,2850374990387375080
2023-08-16 00:16:00,1000000,-546957590300509,201213,201213,201213,201213,1000000,0,2850374990387375080
2023-08-16 00:17:00,11326671835,-6194633529175360809,201212,201213,201212,201213,11326671835,0,2850374990387375080
2023-08-16 00:18:00,204734928,-111960327885920743,201211,201212,201211,201212,204734928,0,2850374990387375080
2023-08-16 00:19:00,113771761,-62131147026128482,201211,201211,201211,201211,269730916,85371990198161386,2850374990387375080
2023-08-16 00:20:00,-3187050713,1744893673167919910,201212,201211,201211,201212,466500602,2000000000000000000,2850374990387375080
2023-08-16 00:21:00,-42598290,23398662042111352,201212,201212,201212,201212,144555498,102453339100786989,2850374990387375080
2023-08-16 00:22:00,190648816,-104262260900623253,201212,201212,201212,201212,190648816,0,2850374990387375080
2023-08-16 00:23:00,0,0,201212,201212,201212,201212,0,0,2850374990387375080
