l1,net_value,tokens,tokens,uni,uni,uni,uni,uni,uni,uni,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,aave,price,price,price
l2,,USDC,WETH,net_value,liquidity_value,base_uncollected,quote_uncollected,base_in_position,quote_in_position,position_count,net_value,supplies_count,borrows_count,borrows_value,supplies_value,collaterals_value,health_factor,max_ltv,ltv,liquidation_threshold,supply_apy,borrow_apy,net_apy,WETH,USDC,USD
2023-08-14 04:12:00,1000.0172665748239674264682797212214,0.60418975250109345602836034387553,0,838.37207682232287397043991937734587,838.35111120668205201721072785248895,0.0000047332994196619165844250153955362850,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0410,1,1,380.0451,541.0861,541.0861,1.2102,0.8250,0.70237447575758858969463377757482868,0.8500,0.0569,0.0210,0.14162140069920082463472035071814010,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:13:00,1000.0172852137985312121949848389786,0.60418975250109345602836034387553,0,838.37209546129743775616662449510309,838.35111120668205201721072785248895,0.0000047433968751492311976749678121529781,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0410,1,1,380.0451,541.0861,541.0861,1.2102,0.8250,0.70237447575758858969463377757482868,0.8500,0.0569,0.0210,0.14162140069920082463472035071814010,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:14:00,1000.0172852137985312121949848389786,0.60418975250109345602836034387553,0,838.37209546129743775616662449510309,838.35111120668205201721072785248895,0.0000047433968751492311976749678121529781,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0410,1,1,380.0451,541.0861,541.0861,1.2102,0.8250,0.70237447575758858969463377757482868,0.8500,0.0569,0.0210,0.14162140069920082463472035071814010,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:15:00,1000.0174864677472962497397368351752,0.60418975250109345602836034387553,0,838.37209671524620279371137649129965,838.35111120668205201721072785248895,0.0000047440761878332530190312317213672971,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0412,1,1,380.0451,541.0863,541.0863,1.2102,0.8250,0.70237425546907713104631224985751963,0.8500,0.0670,0.0210,0.17555653460108344945268664167927214,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:16:00,1000.0175879273008054215507106663614,0.60418975250109345602836034387553,0,838.37209817479971196552235032248589,838.35111120668205201721072785248895,0.0000047448668845821423442290938088483304,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0413,1,1,380.0451,541.0864,541.0864,1.2102,0.8250,0.70237423237326456292440535172329443,0.8500,0.0670,0.0210,0.17555646719195634908560723243043865,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:17:00,1000.0175885702123928086400532679088,0.60418975250109345602836034387553,0,838.37209881771129935261169292403323,838.35111120668205201721072785248895,0.0000047452151747262006438869619142582318,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0413,1,1,380.0451,541.0864,541.0864,1.2102,0.8250,0.70237418241548790860935242165588124,0.8500,0.0571,0.0210,0.14229322751368748265196567588562685,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:18:00,1000.0175890567981151319474395021886,0.60418975250109345602836034387553,0,838.37209930429702167591907915831312,838.35111120668205201721072785248895,0.0000047454787770856066485904236789779454,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0413,1,1,380.0451,541.0864,541.0864,1.2102,0.8250,0.70237418241548790860935242165588124,0.8500,0.0571,0.0210,0.14229322751368748265196567588562685,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:19:00,1000.0175891646935500312263662337164,0.60418975250109345602836034387553,0,838.37209941219245657519800588984083,838.35111120668205201721072785248895,0.0000047455372282277256300852314580105857,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0413,1,1,380.0451,541.0864,541.0864,1.2102,0.8250,0.70237418241548790860935242165588124,0.8500,0.0571,0.0210,0.14229322751368748265196567588562685,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:20:00,1000.0175892994121504210918702261307,0.60418975250109345602836034387553,0,838.37209954691105696506350988225515,838.35111120668205201721072785248895,0.0000047456102105190043033589871127638276,0.012228380047489017257155578216484541,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0413,1,1,380.0451,541.0864,541.0864,1.2102,0.8250,0.70237418241548790860935242165588124,0.8500,0.0571,0.0210,0.14229322751368748265196567588562685,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:21:00,1000.0177896109896083292023015237069,0.60418975250109345602836034387553,0,838.37209985848851487317394117983138,838.35111120668205201721072785248895,0.0000047456589969789158482946868778456012,0.012228601569626900354882006071760730,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0415,1,1,380.0451,541.0866,541.0866,1.2102,0.8250,0.70237389537756533121896188695383443,0.8500,0.0571,0.0210,0.14229312171086334888833002673223983,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:22:00,1000.0178901145146288254128988875742,0.60418975250109345602836034387553,0,838.37210036201353536938453854369867,838.35111120668205201721072785248895,0.0000047459317760131814006120443337106660,0.012228601569626900354882006071760730,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0416,1,1,380.0451,541.0867,541.0867,1.2102,0.8250,0.70237376692146993604224910466660458,0.8500,0.0568,0.0210,0.14128509316847323921272515921351998,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:23:00,1000.0178905634110826028549830796172,0.60418975250109345602836034387553,0,838.37210081090998914682662273574165,838.35111120668205201721072785248895,0.0000047461749606339296824160742219238371,0.012228601569626900354882006071760730,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0416,1,1,380.0451,541.0867,541.0867,1.2102,0.8250,0.70237376692146993604224910466660458,0.8500,0.0568,0.0210,0.14128509316847323921272515921351998,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:24:00,1000.0179908125116446250910085305520,0.60418975250109345602836034387553,0,838.37210106001055116906264818667646,838.35111120668205201721072785248895,0.0000047463099080704572049470310953910750,0.012228601569626900354882006071760730,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0417,1,1,380.0451,541.0868,541.0868,1.2102,0.8250,0.70237363901871870955639695018071444,0.8500,0.0567,0.0210,0.14094904897302996677258126311383946,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:25:00,1000.0179908125116446250910085305520,0.60418975250109345602836034387553,0,838.37210106001055116906264818667646,838.35111120668205201721072785248895,0.0000047463099080704572049470310953910750,0.012228601569626900354882006071760730,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0417,1,1,380.0451,541.0868,541.0868,1.2102,0.8250,0.70237363901871870955639695018071444,0.8500,0.0567,0.0210,0.14094904897302996677258126311383946,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
2023-08-14 04:26:00,1000.0179908125116446250910085305520,0.60418975250109345602836034387553,0,838.37210106001055116906264818667646,838.35111120668205201721072785248895,0.0000047463099080704572049470310953910750,0.012228601569626900354882006071760730,0.20187741372412713959277398486598718,465.70396419682134894278389861798715,1,161.0417,1,1,380.0453,541.0870,541.0870,1.2102,0.8250,0.70237372177347278406213380680612374,0.8500,0.0569,0.0210,0.14162107702539156007419196394474226,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932,1845.9080693350700549922473793160932
